user_id,video_unique_id,behavior_type,behavior_time,content_category,behavior_weight,behavior_weekday,behavior_day_of_month,user_active_days,total_behavior_count,total_behavior_weight,user_cate_prefer_score
user_011,5074173618225287,观看,2026-02-11,其他,0.1,3,11,9,9,1.8,1.8
user_011,5246447218524200,观看,2026-01-21,其他,0.1,3,21,9,9,1.8,1.8
user_011,5204009250652168,观看,2026-02-07,其他,0.1,6,7,9,9,1.8,1.8
user_011,5126431215124550,观看,2026-01-19,其他,0.1,1,19,9,9,1.8,1.8
user_011,4978236107718748,收藏,2026-02-12,其他,1.0,4,12,9,9,1.8,1.8
user_013,4978220253249594,观看,2026-01-22,其他,0.1,4,22,10,13,5.1,5.1
user_013,5177902275428368,点赞,2026-01-22,其他,0.5,4,22,10,13,5.1,5.1
user_013,4951739489517616,观看,2026-01-20,其他,0.1,2,20,10,13,5.1,5.1
user_013,5257904945823921,观看,2026-02-03,其他,0.1,2,3,10,13,5.1,5.1
user_013,4928945699618877,点赞,2026-02-08,其他,0.5,7,8,10,13,5.1,5.1
user_013,5172339638468612,点赞,2026-01-26,其他,0.5,1,26,10,13,5.1,5.1
user_013,5242248468824097,收藏,2026-01-29,其他,1.0,4,29,10,13,5.1,5.1
user_013,5170163910377527,点赞,2026-01-26,其他,0.5,1,26,10,13,5.1,5.1
user_013,4938622269587458,点赞,2026-02-04,其他,0.5,3,4,10,13,5.1,5.1
user_013,5045850775158823,观看,2026-02-04,其他,0.1,3,4,10,13,5.1,5.1
user_013,5149623463903337,观看,2026-01-16,其他,0.1,5,16,10,13,5.1,5.1
user_013,5135100183248926,收藏,2026-02-12,其他,1.0,4,12,10,13,5.1,5.1
user_013,5150374848299076,观看,2026-01-25,其他,0.1,7,25,10,13,5.1,5.1
user_014,4963338174529596,观看,2026-02-02,其他,0.1,1,2,7,7,1.6,1.6
user_014,5045234266996793,观看,2026-01-16,其他,0.1,5,16,7,7,1.6,1.6
user_014,5181919483330782,观看,2026-01-29,其他,0.1,4,29,7,7,1.6,1.6
user_014,5127809354367016,观看,2026-02-08,其他,0.1,7,8,7,7,1.6,1.6
user_014,5052241984290830,观看,2026-02-06,其他,0.1,5,6,7,7,1.6,1.6
user_014,5172339638468612,观看,2026-01-28,其他,0.1,3,28,7,7,1.6,1.6
user_014,4978220253249594,收藏,2026-01-27,其他,1.0,2,27,7,7,1.6,1.6
user_015,4962850041692212,观看,2026-01-17,其他,0.1,6,17,7,9,3.0,2.5
user_015,5027131437023277,观看,2026-01-30,其他,0.1,5,30,7,9,3.0,2.5
user_015,4964393104900114,点赞,2026-01-17,其他,0.5,6,17,7,9,3.0,2.5
user_015,4975666161188913,观看,2026-02-01,其他,0.1,7,1,7,9,3.0,2.5
user_015,5074173618225287,点赞,2026-01-28,其他,0.5,3,28,7,9,3.0,2.5
user_015,5174649026183285,观看,2026-01-28,其他,0.1,3,28,7,9,3.0,2.5
user_015,4957231490203727,点赞,2026-02-12,舞台,0.5,4,12,7,9,3.0,0.5
user_015,5182495902072881,观看,2026-02-03,其他,0.1,2,3,7,9,3.0,2.5
user_015,5167438547845181,收藏,2026-01-22,其他,1.0,4,22,7,9,3.0,2.5
user_017,5037933326172206,点赞,2026-01-23,其他,0.5,5,23,9,9,2.6,2.6
user_017,4948019443859487,观看,2026-02-11,其他,0.1,3,11,9,9,2.6,2.6
user_017,4950288042491939,点赞,2026-02-02,其他,0.5,1,2,9,9,2.6,2.6
user_017,5039103981322244,观看,2026-02-01,其他,0.1,7,1,9,9,2.6,2.6
user_017,5072437117911043,观看,2026-01-27,其他,0.1,2,27,9,9,2.6,2.6
user_017,5150588066005033,观看,2026-02-09,其他,0.1,1,9,9,9,2.6,2.6
user_017,5116715202445338,收藏,2026-01-21,其他,1.0,3,21,9,9,2.6,2.6
user_017,5177214606704687,观看,2026-01-24,其他,0.1,6,24,9,9,2.6,2.6
user_017,5199266168373302,观看,2026-01-31,其他,0.1,6,31,9,9,2.6,2.6
user_018,5061423953281036,点赞,2026-02-12,其他,0.5,4,12,6,6,1.0,1.0
user_018,5230073889095715,观看,2026-01-27,其他,0.1,2,27,6,6,1.0,1.0
user_018,4967631594127412,观看,2026-02-11,其他,0.1,3,11,6,6,1.0,1.0
user_018,5128546595831818,观看,2026-01-25,其他,0.1,7,25,6,6,1.0,1.0
user_018,4926009972031527,观看,2026-02-04,其他,0.1,3,4,6,6,1.0,1.0
user_018,4855750208716859,观看,2026-02-07,其他,0.1,6,7,6,6,1.0,1.0
user_020,4938360490229805,观看,2026-01-21,其他,0.1,3,21,12,13,3.0,3.0
user_020,5181900646711460,点赞,2026-01-20,其他,0.5,2,20,12,13,3.0,3.0
user_020,4980367153627165,观看,2026-01-27,其他,0.1,2,27,12,13,3.0,3.0
user_020,4979899589394440,点赞,2026-02-07,其他,0.5,6,7,12,13,3.0,3.0
user_020,4928546389295139,观看,2026-02-04,其他,0.1,3,4,12,13,3.0,3.0
user_020,4949259766661226,观看,2026-02-10,其他,0.1,2,10,12,13,3.0,3.0
user_020,5193059399565374,观看,2026-01-18,其他,0.1,7,18,12,13,3.0,3.0
user_020,4979713605828611,收藏,2026-01-18,其他,1.0,7,18,12,13,3.0,3.0
user_020,5170113058635808,观看,2026-02-06,其他,0.1,5,6,12,13,3.0,3.0
user_020,5247353699893310,观看,2026-02-12,其他,0.1,4,12,12,13,3.0,3.0
user_020,4939086268661808,观看,2026-01-26,其他,0.1,1,26,12,13,3.0,3.0
user_020,5180312091557998,观看,2026-01-30,其他,0.1,5,30,12,13,3.0,3.0
user_020,5256017466818569,观看,2026-02-02,其他,0.1,1,2,12,13,3.0,3.0
user_021,5084627468222484,观看,2026-01-16,其他,0.1,5,16,11,11,3.2,3.2
user_021,5191258876870777,点赞,2026-02-10,其他,0.5,2,10,11,11,3.2,3.2
user_021,5228979410370567,观看,2026-02-06,其他,0.1,5,6,11,11,3.2,3.2
user_021,5207608139907103,观看,2026-01-24,其他,0.1,6,24,11,11,3.2,3.2
user_021,5047287483662403,点赞,2026-01-14,其他,0.5,3,14,11,11,3.2,3.2
user_021,5123862942384149,点赞,2026-02-02,其他,0.5,1,2,11,11,3.2,3.2
user_021,5119769863716899,观看,2026-01-19,其他,0.1,1,19,11,11,3.2,3.2
user_021,5152780286099535,观看,2026-02-09,其他,0.1,1,9,11,11,3.2,3.2
user_021,5233327263907846,观看,2026-01-21,其他,0.1,3,21,11,11,3.2,3.2
user_021,4927771680636948,收藏,2026-02-07,其他,1.0,6,7,11,11,3.2,3.2
user_021,5205793646248171,观看,2026-02-12,其他,0.1,4,12,11,11,3.2,3.2
user_022,4939084976554087,观看,2026-02-11,其他,0.1,3,11,9,10,3.2,3.2
user_022,5212349842522147,收藏,2026-02-06,其他,1.0,5,6,9,10,3.2,3.2
user_022,4981409891418135,观看,2026-02-05,其他,0.1,4,5,9,10,3.2,3.2
user_022,5048056362500153,观看,2026-01-16,其他,0.1,5,16,9,10,3.2,3.2
user_022,4970935464427558,点赞,2026-01-30,其他,0.5,5,30,9,10,3.2,3.2
user_022,5183662912897092,观看,2026-02-12,其他,0.1,4,12,9,10,3.2,3.2
user_022,4954698445422652,观看,2026-02-01,其他,0.1,7,1,9,10,3.2,3.2
user_022,4964053676916804,观看,2026-02-07,其他,0.1,6,7,9,10,3.2,3.2
user_022,5055770648051795,收藏,2026-02-03,其他,1.0,2,3,9,10,3.2,3.2
user_022,5106846390747168,观看,2026-01-30,其他,0.1,5,30,9,10,3.2,3.2
user_024,5130041680396318,观看,2026-02-01,其他,0.1,7,1,10,10,4.1,4.1
user_024,4980199696302100,观看,2026-01-31,其他,0.1,6,31,10,10,4.1,4.1
user_024,5233327263907846,观看,2026-02-08,其他,0.1,7,8,10,10,4.1,4.1
user_024,5121680306012251,收藏,2026-01-20,其他,1.0,2,20,10,10,4.1,4.1
user_024,4794446697660524,收藏,2026-02-04,其他,1.0,3,4,10,10,4.1,4.1
user_024,5152177942102028,观看,2026-01-27,其他,0.1,2,27,10,10,4.1,4.1
user_024,5060813397098510,收藏,2026-01-22,其他,1.0,4,22,10,10,4.1,4.1
user_024,5093858921349158,观看,2026-01-26,其他,0.1,1,26,10,10,4.1,4.1
user_024,4934266916634717,观看,2026-02-05,其他,0.1,4,5,10,10,4.1,4.1
user_024,5106547022299203,点赞,2026-01-17,其他,0.5,6,17,10,10,4.1,4.1
user_025,5056010575085594,观看,2026-01-18,其他,0.1,7,18,10,11,3.3,3.3
user_025,5090798115684389,观看,2026-02-09,其他,0.1,1,9,10,11,3.3,3.3
user_025,5228979410370567,观看,2026-02-12,其他,0.1,4,12,10,11,3.3,3.3
user_025,4978817618608153,收藏,2026-02-12,其他,1.0,4,12,10,11,3.3,3.3
user_025,4925577505734700,观看,2026-01-30,其他,0.1,5,30,10,11,3.3,3.3
user_025,5032569612468284,观看,2026-01-20,其他,0.1,2,20,10,11,3.3,3.3
user_025,4954817538228252,收藏,2026-02-02,其他,1.0,1,2,10,11,3.3,3.3
user_025,5090988335497267,观看,2026-02-04,其他,0.1,3,4,10,11,3.3,3.3
user_025,5233226357080074,观看,2026-01-28,其他,0.1,3,28,10,11,3.3,3.3
user_025,5247381881684009,点赞,2026-02-11,其他,0.5,3,11,10,11,3.3,3.3
user_025,4950336264405020,观看,2026-01-14,其他,0.1,3,14,10,11,3.3,3.3
user_026,4928464218947677,观看,2026-02-03,其他,0.1,2,3,7,8,1.2,1.2
user_026,5134464108396635,点赞,2026-01-21,其他,0.5,3,21,7,8,1.2,1.2
user_026,5215660800671808,观看,2026-01-16,其他,0.1,5,16,7,8,1.2,1.2
user_026,4925285896749098,观看,2026-02-02,其他,0.1,1,2,7,8,1.2,1.2
user_026,5052815706619915,观看,2026-01-19,其他,0.1,1,19,7,8,1.2,1.2
user_026,5042688723189817,观看,2026-01-26,其他,0.1,1,26,7,8,1.2,1.2
user_026,5191310030864482,观看,2026-01-19,其他,0.1,1,19,7,8,1.2,1.2
user_026,5140565575008279,观看,2026-01-18,其他,0.1,7,18,7,8,1.2,1.2
user_027,5137305799688287,收藏,2026-02-07,其他,1.0,6,7,12,17,3.4,3.4
user_027,4951421045374990,观看,2026-01-30,其他,0.1,5,30,12,17,3.4,3.4
user_027,4945246488821816,观看,2026-01-23,其他,0.1,5,23,12,17,3.4,3.4
user_027,5183662912897092,点赞,2026-01-14,其他,0.5,3,14,12,17,3.4,3.4
user_027,5248831982338104,观看,2026-01-29,其他,0.1,4,29,12,17,3.4,3.4
user_027,5172027410284681,观看,2026-02-08,其他,0.1,7,8,12,17,3.4,3.4
user_027,4978228734132316,观看,2026-01-14,其他,0.1,3,14,12,17,3.4,3.4
user_027,5246407221641294,点赞,2026-01-18,其他,0.5,7,18,12,17,3.4,3.4
user_027,4954817538228252,观看,2026-02-11,其他,0.1,3,11,12,17,3.4,3.4
user_027,5206544017981564,观看,2026-01-22,其他,0.1,4,22,12,17,3.4,3.4
user_027,5124890362314760,观看,2026-01-26,其他,0.1,1,26,12,17,3.4,3.4
user_027,5060123740012643,观看,2026-01-22,其他,0.1,4,22,12,17,3.4,3.4
user_027,4882546576785591,观看,2026-01-16,其他,0.1,5,16,12,17,3.4,3.4
user_027,5140781602635833,观看,2026-02-01,其他,0.1,7,1,12,17,3.4,3.4
user_027,4981409891418135,观看,2026-01-22,其他,0.1,4,22,12,17,3.4,3.4
user_027,5154399027396629,观看,2026-01-29,其他,0.1,4,29,12,17,3.4,3.4
user_027,5083285479424101,观看,2026-02-08,其他,0.1,7,8,12,17,3.4,3.4
user_028,5259312390406147,观看,2026-01-31,其他,0.1,6,31,10,14,6.7,6.7
user_028,4926770097356873,观看,2026-02-09,其他,0.1,1,9,10,14,6.7,6.7
user_028,5128553927213088,观看,2026-01-28,其他,0.1,3,28,10,14,6.7,6.7
user_028,5125005109821509,观看,2026-02-03,其他,0.1,2,3,10,14,6.7,6.7
user_028,5170163910377527,收藏,2026-02-03,其他,1.0,2,3,10,14,6.7,6.7
user_028,5152177942102028,点赞,2026-01-16,其他,0.5,5,16,10,14,6.7,6.7
user_028,4971307566301245,观看,2026-01-22,其他,0.1,4,22,10,14,6.7,6.7
user_028,5231473590992934,收藏,2026-01-22,其他,1.0,4,22,10,14,6.7,6.7
user_028,5058177243480068,点赞,2026-02-03,其他,0.5,2,3,10,14,6.7,6.7
user_028,5044868385538110,收藏,2026-01-27,其他,1.0,2,27,10,14,6.7,6.7
user_028,4931453780164702,观看,2026-02-07,其他,0.1,6,7,10,14,6.7,6.7
user_028,5215660800671808,收藏,2026-02-07,其他,1.0,6,7,10,14,6.7,6.7
user_028,5167712163528735,收藏,2026-02-08,其他,1.0,7,8,10,14,6.7,6.7
user_028,5040427372576796,观看,2026-01-24,其他,0.1,6,24,10,14,6.7,6.7
user_029,4936804713824269,观看,2026-01-26,其他,0.1,1,26,11,14,3.0,3.0
user_029,4982739489718290,观看,2026-01-15,其他,0.1,4,15,11,14,3.0,3.0
user_029,4983289421955111,观看,2026-02-07,其他,0.1,6,7,11,14,3.0,3.0
user_029,5093163174658094,点赞,2026-02-03,其他,0.5,2,3,11,14,3.0,3.0
user_029,4938367398248500,点赞,2026-02-12,其他,0.5,4,12,11,14,3.0,3.0
user_029,5204012857753719,点赞,2026-01-30,其他,0.5,5,30,11,14,3.0,3.0
user_029,5127809354367016,点赞,2026-01-21,其他,0.5,3,21,11,14,3.0,3.0
user_029,4979668835565572,观看,2026-02-08,其他,0.1,7,8,11,14,3.0,3.0
user_029,4939291168538684,观看,2026-02-12,其他,0.1,4,12,11,14,3.0,3.0
user_029,4934082061336690,观看,2026-01-22,其他,0.1,4,22,11,14,3.0,3.0
user_029,5079681330774037,观看,2026-02-12,其他,0.1,4,12,11,14,3.0,3.0
user_029,4978172601499672,观看,2026-02-01,其他,0.1,7,1,11,14,3.0,3.0
user_029,5083285479424101,观看,2026-02-12,其他,0.1,4,12,11,14,3.0,3.0
user_029,5168507915272225,观看,2026-01-24,其他,0.1,6,24,11,14,3.0,3.0
user_030,5133657740869639,点赞,2026-01-25,其他,0.5,7,25,8,9,3.0,3.0
user_030,5140781602635833,收藏,2026-01-31,其他,1.0,6,31,8,9,3.0,3.0
user_030,4925285896749098,观看,2026-02-04,其他,0.1,3,4,8,9,3.0,3.0
user_030,5042945662058506,观看,2026-02-05,其他,0.1,4,5,8,9,3.0,3.0
user_030,5050232929452092,观看,2026-01-17,其他,0.1,6,17,8,9,3.0,3.0
user_030,4978257154736187,观看,2026-02-11,其他,0.1,3,11,8,9,3.0,3.0
user_030,4930971363901512,观看,2026-02-06,其他,0.1,5,6,8,9,3.0,3.0
user_030,5204721338875998,点赞,2026-01-30,其他,0.5,5,30,8,9,3.0,3.0
user_030,5055388542763082,点赞,2026-01-17,其他,0.5,6,17,8,9,3.0,3.0
user_032,5082531859464258,观看,2026-01-28,其他,0.1,3,28,9,9,1.8000000000000003,1.8000000000000003
user_032,4978817618608153,观看,2026-01-27,其他,0.1,2,27,9,9,1.8000000000000003,1.8000000000000003
user_032,5071597925498914,观看,2026-02-11,其他,0.1,3,11,9,9,1.8000000000000003,1.8000000000000003
user_032,5258337558921233,观看,2026-01-24,其他,0.1,6,24,9,9,1.8000000000000003,1.8000000000000003
user_032,4940504907841541,观看,2026-02-09,其他,0.1,1,9,9,9,1.8000000000000003,1.8000000000000003
user_032,5215928317837398,观看,2026-01-26,其他,0.1,1,26,9,9,1.8000000000000003,1.8000000000000003
user_032,4931453780164702,观看,2026-02-03,其他,0.1,2,3,9,9,1.8000000000000003,1.8000000000000003
user_032,4982452981268514,收藏,2026-02-01,其他,1.0,7,1,9,9,1.8000000000000003,1.8000000000000003
user_032,5082605788528724,观看,2026-02-06,其他,0.1,5,6,9,9,1.8000000000000003,1.8000000000000003
user_033,5124511738036230,观看,2026-02-12,其他,0.1,4,12,9,10,4.5,4.5
user_033,5194239139577985,观看,2026-01-27,其他,0.1,2,27,9,10,4.5,4.5
user_033,5204012857753719,收藏,2026-01-28,其他,1.0,3,28,9,10,4.5,4.5
user_033,5206015743033440,收藏,2026-02-01,其他,1.0,7,1,9,10,4.5,4.5
user_033,4967704541462603,点赞,2026-01-17,其他,0.5,6,17,9,10,4.5,4.5
user_033,5071738707574825,观看,2026-02-07,其他,0.1,6,7,9,10,4.5,4.5
user_033,4948019443859487,收藏,2026-02-02,其他,1.0,1,2,9,10,4.5,4.5
user_033,4975662344110136,观看,2026-01-19,其他,0.1,1,19,9,10,4.5,4.5
user_033,5131882044522546,点赞,2026-02-12,其他,0.5,4,12,9,10,4.5,4.5
user_033,5221103040397346,观看,2026-02-08,其他,0.1,7,8,9,10,4.5,4.5
user_035,4974992652435581,观看,2026-01-14,其他,0.1,3,14,12,14,1.8,1.8
user_035,4970935464427558,观看,2026-02-12,其他,0.1,4,12,12,14,1.8,1.8
user_035,4975662344110136,点赞,2026-01-25,其他,0.5,7,25,12,14,1.8,1.8
user_035,5170113058635808,观看,2026-01-30,其他,0.1,5,30,12,14,1.8,1.8
user_035,5127895526604864,观看,2026-01-22,其他,0.1,4,22,12,14,1.8,1.8
user_035,5191258876870777,观看,2026-02-05,其他,0.1,4,5,12,14,1.8,1.8
user_035,5041868329910287,观看,2026-01-31,其他,0.1,6,31,12,14,1.8,1.8
user_035,5071738707574825,观看,2026-01-22,其他,0.1,4,22,12,14,1.8,1.8
user_035,5040188041134112,观看,2026-02-09,其他,0.1,1,9,12,14,1.8,1.8
user_035,4930971363901512,观看,2026-02-10,其他,0.1,2,10,12,14,1.8,1.8
user_035,5221103040397346,观看,2026-01-22,其他,0.1,4,22,12,14,1.8,1.8
user_035,4957055245549663,观看,2026-01-20,其他,0.1,2,20,12,14,1.8,1.8
user_035,5136914378850338,观看,2026-01-23,其他,0.1,5,23,12,14,1.8,1.8
user_035,5087558875676712,观看,2026-01-29,其他,0.1,4,29,12,14,1.8,1.8
user_036,4951299591176204,观看,2026-01-15,其他,0.1,4,15,10,11,3.6,3.6
user_036,5124511738036230,收藏,2026-02-04,其他,1.0,3,4,10,11,3.6,3.6
user_036,4951984672014346,观看,2026-02-05,其他,0.1,4,5,10,11,3.6,3.6
user_036,5179233706639368,观看,2026-01-18,其他,0.1,7,18,10,11,3.6,3.6
user_036,5055334553681970,观看,2026-01-30,其他,0.1,5,30,10,11,3.6,3.6
user_036,4939390615486533,点赞,2026-02-05,其他,0.5,4,5,10,11,3.6,3.6
user_036,4943056101638221,点赞,2026-02-12,其他,0.5,4,12,10,11,3.6,3.6
user_036,5233327263907846,观看,2026-02-06,其他,0.1,5,6,10,11,3.6,3.6
user_036,5102747976925243,点赞,2026-02-10,其他,0.5,2,10,10,11,3.6,3.6
user_036,4978225533878373,点赞,2026-01-17,其他,0.5,6,17,10,11,3.6,3.6
user_036,5106846390747168,观看,2026-02-01,其他,0.1,7,1,10,11,3.6,3.6
user_037,4951739489517616,观看,2026-02-12,其他,0.1,4,12,10,12,1.6,1.6
user_037,4950932014694458,观看,2026-02-07,其他,0.1,6,7,10,12,1.6,1.6
user_037,5182856452833294,观看,2026-01-20,其他,0.1,2,20,10,12,1.6,1.6
user_037,4973166263730183,观看,2026-01-31,其他,0.1,6,31,10,12,1.6,1.6
user_037,5181919483330782,观看,2026-01-19,其他,0.1,1,19,10,12,1.6,1.6
user_037,5087558875676712,观看,2026-01-28,其他,0.1,3,28,10,12,1.6,1.6
user_037,4981007494086704,观看,2026-01-26,其他,0.1,1,26,10,12,1.6,1.6
user_037,5236106417864754,观看,2026-01-25,其他,0.1,7,25,10,12,1.6,1.6
user_037,4978826665459740,观看,2026-01-28,其他,0.1,3,28,10,12,1.6,1.6
user_037,4942661526945814,观看,2026-02-01,其他,0.1,7,1,10,12,1.6,1.6
user_037,5093849668714523,点赞,2026-01-19,其他,0.5,1,19,10,12,1.6,1.6
user_037,5053431941890055,观看,2026-01-29,其他,0.1,4,29,10,12,1.6,1.6
user_038,5171239837433918,观看,2026-02-12,其他,0.1,4,12,5,6,0.6000000000000001,0.6000000000000001
user_038,5225347872915495,观看,2026-01-17,其他,0.1,6,17,5,6,0.6000000000000001,0.6000000000000001
user_038,5249992919547919,观看,2026-01-17,其他,0.1,6,17,5,6,0.6000000000000001,0.6000000000000001
user_038,5026395403780135,观看,2026-01-27,其他,0.1,2,27,5,6,0.6000000000000001,0.6000000000000001
user_038,4982452981268514,观看,2026-02-01,其他,0.1,7,1,5,6,0.6000000000000001,0.6000000000000001
user_038,5213642681942028,观看,2026-02-07,其他,0.1,6,7,5,6,0.6000000000000001,0.6000000000000001
user_039,4945585703157778,观看,2026-02-06,其他,0.1,5,6,6,7,0.7000000000000001,0.7000000000000001
user_039,4951291743371286,观看,2026-02-02,其他,0.1,1,2,6,7,0.7000000000000001,0.7000000000000001
user_039,5204009250652168,观看,2026-02-03,其他,0.1,2,3,6,7,0.7000000000000001,0.7000000000000001
user_039,5117732442538055,观看,2026-02-07,其他,0.1,6,7,6,7,0.7000000000000001,0.7000000000000001
user_039,5177412594368547,观看,2026-02-01,其他,0.1,7,1,6,7,0.7000000000000001,0.7000000000000001
user_039,5242638798880797,观看,2026-01-25,其他,0.1,7,25,6,7,0.7000000000000001,0.7000000000000001
user_039,5054750711021626,观看,2026-02-03,其他,0.1,2,3,6,7,0.7000000000000001,0.7000000000000001
user_041,5246058586898496,观看,2026-01-31,其他,0.1,6,31,7,8,2.1,2.1
